clean_line1,clean_line2,line3,city,zip_code,label,phone,year,major_city,state,chain,Address_Type,Exit_Number,Exit_From_Address,Exit_From_Label,Main_Road,Secondary_Road,Exit_Number_2,Exit_Number_3,Tertiary_Road,Scraped_phone_match_rate,Yelp_phone_match_rate,place_identifier(year),Yellowbook_phone_match_rate,Webscraped_Phone_full_url,Webscraped_PlacedMatched_full_url,Yelp_URL,YellowPages_SEARCH_URL,Match_Comments,Final_Lat,Final_Long
Sparks ( 89431 ) Petro Sparks # 338 ( Valero ) PETRO,775-355-8888 I-80 Exit 21 ( S to Greg St ),24 m XL HRS 24,Sparks,89431,Petro Sparks # 338 ( Valero ) PETRO,775-355-8888,2015,Sparks,NV,Valero,Exit,21,21,,I-80,,,,,True,True,117,True,https://www.truckstopsandservices.com/location_details.php?id=2239; http://www.rvandtravelers.com/location_details.php?id=2239,https://www.truckstopsandservices.com/location_details.php?id=2239; http://www.rvandtravelers.com/location_details.php?id=2239,https://www.yelp.com/biz/alamo-casino-sparks?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/iron-skillet-sparks-2?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/petro-shopping-centers-sparks?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/petro-travel-center-sparks?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=775+355+8888; https://www.yellowpages.com/search?search_terms=775+355+8888; https://www.yellowpages.com/search?search_terms=775+355+8888,,39.52277,-119.707936
Sparks ( 89431 ) Petro Sparks # 338 ( Valero ),775-355-8888 I-80 Exit 21 ( S to Greg St ),PETRO 24 <U+2610> XLO 24,Sparks,89431,Petro Sparks # 338 ( Valero ),775-355-8888,2016,Sparks,NV,Valero,Exit,21,21,,I-80,,,,,True,True,117,True,https://www.truckstopsandservices.com/location_details.php?id=2239; http://www.rvandtravelers.com/location_details.php?id=2239,https://www.truckstopsandservices.com/location_details.php?id=2239; http://www.rvandtravelers.com/location_details.php?id=2239,https://www.yelp.com/biz/alamo-casino-sparks?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/iron-skillet-sparks-2?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/petro-shopping-centers-sparks?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/petro-travel-center-sparks?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=775+355+8888; https://www.yellowpages.com/search?search_terms=775+355+8888; https://www.yellowpages.com/search?search_terms=775+355+8888,,39.52277,-119.707936
"Sparks , 89431 TravelCenters of America / Reno - Sparks",775-359-0550 I-80 Exit 19 ( McCarran Blvd ) TA,<U+2610>,Sparks,89431,TravelCenters of America / Reno - Sparks,775-359-0550,2006,Sparks,NV,TravelCenters,Exit,19,19,,I-80,,,,,True,True,118,True,https://www.truckstopsandservices.com/location_details.php?id=3200; http://www.rvandtravelers.com/location_details.php?id=3200,,https://www.yelp.com/biz/atomic-bootlegger-lounge-sparks?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/fuddruckers-sparks-5?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/travelcenters-of-america-sparks?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/sierra-sids-casino-sparks?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/mobil-sparks?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/ta-sparks-sparks-2?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=775+359+0550; https://www.yellowpages.com/search?search_terms=775+359+0550; https://www.yellowpages.com/search?search_terms=775+359+0550,,39.5351050147705,-119.736159321582
"Sparks , 89431 TravelCenters of America",775-359-0550 I-80 Exit 19 ( McCarran Blvd ) TA,24 XL 19 <U+2610>,Sparks,89431,TravelCenters of America,775-359-0550,2007,Sparks,NV,TravelCenters,Exit,19,19,,I-80,,,,,True,True,118,True,https://www.truckstopsandservices.com/location_details.php?id=3200; http://www.rvandtravelers.com/location_details.php?id=3200,,https://www.yelp.com/biz/atomic-bootlegger-lounge-sparks?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/fuddruckers-sparks-5?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/travelcenters-of-america-sparks?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/sierra-sids-casino-sparks?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/mobil-sparks?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/ta-sparks-sparks-2?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=775+359+0550; https://www.yellowpages.com/search?search_terms=775+359+0550; https://www.yellowpages.com/search?search_terms=775+359+0550,,39.5351050147705,-119.736159321582
"Sparks , 89431 TA- Reno - Sparks",775-359-0550 I-80 Exit 19 ( McCarran Blvd ) TA,HAS 24 XL 24,Sparks,89431,TA- Reno - Sparks,775-359-0550,2008,Sparks,NV,,Exit,19,19,,I-80,,,,,True,True,118,True,https://www.truckstopsandservices.com/location_details.php?id=3200; http://www.rvandtravelers.com/location_details.php?id=3200,,https://www.yelp.com/biz/atomic-bootlegger-lounge-sparks?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/fuddruckers-sparks-5?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/travelcenters-of-america-sparks?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/sierra-sids-casino-sparks?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/mobil-sparks?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/ta-sparks-sparks-2?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=775+359+0550; https://www.yellowpages.com/search?search_terms=775+359+0550; https://www.yellowpages.com/search?search_terms=775+359+0550,,39.5351050147705,-119.736159321582
D Sparks ( 89431 ) TA Sparks # 172 ( Valero ),775-359-0550 I-80 Exit 19 ( McCarran Blvd ),A 24 <U+2610> XL 24,Sparks,89431,TA Sparks # 172 ( Valero ),775-359-0550,2014,Sparks,NV,Valero,Exit,19,19,,I-80,,,,,True,True,118,True,https://www.truckstopsandservices.com/location_details.php?id=3200; http://www.rvandtravelers.com/location_details.php?id=3200,https://www.truckstopsandservices.com/location_details.php?id=3200; http://www.rvandtravelers.com/location_details.php?id=3200,https://www.yelp.com/biz/atomic-bootlegger-lounge-sparks?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/fuddruckers-sparks-5?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/travelcenters-of-america-sparks?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/sierra-sids-casino-sparks?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/mobil-sparks?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/ta-sparks-sparks-2?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=775+359+0550; https://www.yellowpages.com/search?search_terms=775+359+0550; https://www.yellowpages.com/search?search_terms=775+359+0550,,39.535099029541,-119.736099243164
D Sparks ( 89431 ) TA Sparks # 172 ( Valero ),775-359-0550 I-80 Exit 19 ( McCarran Blvd ) TA,TA 24 <U+25A1> XL,Sparks,89431,TA Sparks # 172 ( Valero ),775-359-0550,2015,Sparks,NV,Valero,Exit,19,19,,I-80,,,,,True,True,118,True,https://www.truckstopsandservices.com/location_details.php?id=3200; http://www.rvandtravelers.com/location_details.php?id=3200,https://www.truckstopsandservices.com/location_details.php?id=3200; http://www.rvandtravelers.com/location_details.php?id=3200,https://www.yelp.com/biz/atomic-bootlegger-lounge-sparks?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/fuddruckers-sparks-5?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/travelcenters-of-america-sparks?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/sierra-sids-casino-sparks?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/mobil-sparks?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/ta-sparks-sparks-2?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=775+359+0550; https://www.yellowpages.com/search?search_terms=775+359+0550; https://www.yellowpages.com/search?search_terms=775+359+0550,,39.535099029541,-119.736099243164
Sparks ( 89431 ) TA Sparks # 172 ( Valero ),775-359-0550 I-80 Exit 19 ( McCarran Blvd ),24 FORS XL,Sparks,89431,TA Sparks # 172 ( Valero ),775-359-0550,2016,Sparks,NV,Valero,Exit,19,19,,I-80,,,,,True,True,118,True,https://www.truckstopsandservices.com/location_details.php?id=3200; http://www.rvandtravelers.com/location_details.php?id=3200,https://www.truckstopsandservices.com/location_details.php?id=3200; http://www.rvandtravelers.com/location_details.php?id=3200,https://www.yelp.com/biz/atomic-bootlegger-lounge-sparks?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/fuddruckers-sparks-5?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/travelcenters-of-america-sparks?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/sierra-sids-casino-sparks?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/mobil-sparks?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/ta-sparks-sparks-2?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=775+359+0550; https://www.yellowpages.com/search?search_terms=775+359+0550; https://www.yellowpages.com/search?search_terms=775+359+0550,,39.535099029541,-119.736099243164
,"3 3775-623-0111 - nemucca , 89445 Flying I-80 Exit J Fuel 176 ( Stop 1880 # US 0500025 95 ) ( Conoco )",,,89445,,775-623-0111,2006,Winnemucca,NV,,Exit,,,,I-80,,,,,True,True,119,True,https://www.truckstopsandservices.com/location_details.php?id=950; http://www.rvandtravelers.com/location_details.php?id=950,,https://www.yelp.com/biz/flying-j-travel-center-winnemucca-2?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/pilot-truck-stop-winnemucca?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=775+623+0111; https://www.yellowpages.com/search?search_terms=775+623+0111; https://www.yellowpages.com/search?search_terms=775+623+0111,,40.96055283464534,-117.74753682883568
"Winnemucca , 89445 Flying J Fuel Stop # 05000250",775-623-0111 I-80 Exit 176 ( 1880 US 95 ),24 MO,Winnemucca,89445,Flying J Fuel Stop # 05000250,775-623-0111,2007,Winnemucca,NV,Flying J,Exit,176,176,,I-80,,,,,True,True,119,True,https://www.truckstopsandservices.com/location_details.php?id=950; http://www.rvandtravelers.com/location_details.php?id=950,http://www.rvandtravelers.com/location_details.php?id=950; https://www.truckstopsandservices.com/location_details.php?id=950,https://www.yelp.com/biz/flying-j-travel-center-winnemucca-2?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/pilot-truck-stop-winnemucca?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=775+623+0111; https://www.yellowpages.com/search?search_terms=775+623+0111; https://www.yellowpages.com/search?search_terms=775+623+0111,,40.960769,-117.746857
"Winnemucca , 89445 Flying J Fuel Stop # 0500025",775-623-0111 I-80 Exit 176 ( 1880 US 95 ),FORS 24 M <U+2610><U+2610><U+2610><U+2610><U+2610>,Winnemucca,89445,Flying J Fuel Stop # 0500025,775-623-0111,2008,Winnemucca,NV,Flying J,Exit,176,176,,I-80,,,,,True,True,119,True,https://www.truckstopsandservices.com/location_details.php?id=950; http://www.rvandtravelers.com/location_details.php?id=950,http://www.rvandtravelers.com/location_details.php?id=950; https://www.truckstopsandservices.com/location_details.php?id=950,https://www.yelp.com/biz/flying-j-travel-center-winnemucca-2?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/pilot-truck-stop-winnemucca?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=775+623+0111; https://www.yellowpages.com/search?search_terms=775+623+0111; https://www.yellowpages.com/search?search_terms=775+623+0111,,40.960769,-117.746857
B Winnemucca ( 89445 ) Flying J Fuel Stop # 770,775-623-0111 I-80 Exit 176 ( 1880 US 95 ),24,Winnemucca,89445,Flying J Fuel Stop # 770,775-623-0111,2014,Winnemucca,NV,Flying J,Exit,176,176,,I-80,,,,,True,True,119,True,https://www.truckstopsandservices.com/location_details.php?id=950; http://www.rvandtravelers.com/location_details.php?id=950,http://www.rvandtravelers.com/location_details.php?id=950; https://www.truckstopsandservices.com/location_details.php?id=950,https://www.yelp.com/biz/flying-j-travel-center-winnemucca-2?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/pilot-truck-stop-winnemucca?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=775+623+0111; https://www.yellowpages.com/search?search_terms=775+623+0111; https://www.yellowpages.com/search?search_terms=775+623+0111,,40.960769,-117.746857
B Winnemucca ( 89445 ) Flying J Fuel Stop # 770 FLYING,775-623-0111 I-80 Exit 176 ( 1880 US 95 ),FLYING J 24 LO,Winnemucca,89445,Flying J Fuel Stop # 770 FLYING,775-623-0111,2015,Winnemucca,NV,Flying J,Exit,176,176,,I-80,,,,,True,True,119,True,https://www.truckstopsandservices.com/location_details.php?id=950; http://www.rvandtravelers.com/location_details.php?id=950,http://www.rvandtravelers.com/location_details.php?id=950; https://www.truckstopsandservices.com/location_details.php?id=950,https://www.yelp.com/biz/flying-j-travel-center-winnemucca-2?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/pilot-truck-stop-winnemucca?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=775+623+0111; https://www.yellowpages.com/search?search_terms=775+623+0111; https://www.yellowpages.com/search?search_terms=775+623+0111,,40.960769,-117.746857
B Winnemucca ( 89445 ) Flying J Fuel Stop # 770,775-623-0111 I-80 Exit 176 ( 1880 US 95 ),FLYING J 24 100<U+2610> O,Winnemucca,89445,Flying J Fuel Stop # 770,775-623-0111,2016,Winnemucca,NV,Flying J,Exit,176,176,,I-80,,,,,True,True,119,True,https://www.truckstopsandservices.com/location_details.php?id=950; http://www.rvandtravelers.com/location_details.php?id=950,http://www.rvandtravelers.com/location_details.php?id=950; https://www.truckstopsandservices.com/location_details.php?id=950,https://www.yelp.com/biz/flying-j-travel-center-winnemucca-2?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/pilot-truck-stop-winnemucca?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=775+623+0111; https://www.yellowpages.com/search?search_terms=775+623+0111; https://www.yellowpages.com/search?search_terms=775+623+0111,,40.960769,-117.746857
"B Paradise Hill , 89445 Santa Rosa Station ( Chevron )",775-623-5547 US 95 & NV 290 ( 23 mi N of Winnemucca,) S,Paradise Hill,89445,Santa Rosa Station ( Chevron ),775-623-5547,2006,Winnemucca,NV,Chevron,empty,,,,US 95,NV 290,,,,True,True,120,True,http://www.rvandtravelers.com/location_details.php?id=11842; https://www.truckstopsandservices.com/location_details.php?id=11842,http://www.rvandtravelers.com/location_details.php?id=11842; https://www.truckstopsandservices.com/location_details.php?id=11842,https://www.yelp.com/biz/chevron-winnemucca?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/nfc-santa-rosa-station-winnemucca?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=775+623+5547; https://www.yellowpages.com/search?search_terms=775+623+5547; https://www.yellowpages.com/search?search_terms=775+623+5547,,41.285469,-117.690736
"B Paradise Hill , 89445 Santa Rosa Station ( Chevron )",775-623-5547 US 95 & NV 290 ( 23 mi N of Winnemucca,) S,Paradise Hill,89445,Santa Rosa Station ( Chevron ),775-623-5547,2007,Winnemucca,NV,Chevron,empty,,,,US 95,NV 290,,,,True,True,120,True,http://www.rvandtravelers.com/location_details.php?id=11842; https://www.truckstopsandservices.com/location_details.php?id=11842,http://www.rvandtravelers.com/location_details.php?id=11842; https://www.truckstopsandservices.com/location_details.php?id=11842,https://www.yelp.com/biz/chevron-winnemucca?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/nfc-santa-rosa-station-winnemucca?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=775+623+5547; https://www.yellowpages.com/search?search_terms=775+623+5547; https://www.yellowpages.com/search?search_terms=775+623+5547,,41.285469,-117.690736
